Actual,Predicted
125.1500015258789,125.97457924991011
172.22999572753906,161.97188510247597
177.74000549316406,167.68857323951724
115.27999877929688,122.85396326958079
140.02999877929688,142.5767195108067
163.42999267578125,157.11129205545478
310.9100036621094,299.0487141876775
116.04000091552734,125.05885069715094
175.4199981689453,173.48342468810836
142.77999877929688,145.9455868233593
346.739990234375,319.08867636007
153.39999389648438,144.09027133552564
254.1999969482422,236.99665688695111
182.22999572753903,163.2138124465907
172.32000732421875,151.9241450882588
174.74000549316406,171.47879349691314
122.79000091552734,122.4165810599888
186.25,194.71637805067172
120.83000183105467,134.29344686021443
122.38999938964844,147.98041128873936
166.5800018310547,167.75741845286862
306.19000244140625,308.10750478312724
185.52999877929688,194.03421297708485
125.12999725341795,124.81802109205853
153.4600067138672,171.49442461823244
124.33000183105467,123.71547053003036
159.00999450683594,172.08431427457663
167.08999633789062,168.3682773904385
160.88999938964844,158.844480742423
125.86000061035156,124.94259061214109
214.6100006103516,214.70630251410762
121.33000183105467,121.44330188091783
119.62000274658205,117.5738430503772
170.6300048828125,168.04915655838732
120.94000244140624,121.13633827451991
128.11000061035156,135.70872662082715
120.6500015258789,142.1001376827756
148.4600067138672,140.99040374118948
121.9800033569336,134.86030784927203
159.5399932861328,157.04548274673476
168.97000122070312,154.0705365559047
173.0,155.08534317951109
113.0199966430664,124.57557160083641
178.63999938964844,203.10296327497375
116.5,114.66621635267609
241.08999633789065,251.9297825791928
119.86000061035156,117.91615841650321
162.3000030517578,163.53632140476415
172.52999877929688,198.78005226948977
133.52999877929688,130.67211802574474
187.55999755859372,198.05492590380172
148.36000061035156,146.52685205675454
163.75,154.61446905102787
126.5999984741211,136.38418411626174
117.4499969482422,114.23343211207907
170.1999969482422,179.28008082118896
127.12000274658205,125.92634007018137
239.6000061035156,261.8007858009547
186.3999938964844,181.43673293307944
169.61000061035156,153.51926193746124
176.63999938964844,181.19094288375902
162.1999969482422,158.22981054265824
297.8399963378906,296.1123961529619
115.2699966430664,116.15336048323641
161.02000427246094,157.59909477238187
137.74000549316406,137.51526634441475
247.27999877929688,276.895242201939
190.80999755859372,162.909031583112
123.13999938964844,120.48911926468651
267.6700134277344,262.9809404685142
169.69000244140625,152.2252724236091
287.57000732421875,292.61894586674384
108.83000183105467,107.12231958094031
158.57000732421875,157.07233476177205
182.8699951171875,158.8935025312992
372.2999877929688,374.3230996416947
125.52999877929688,119.47596575837045
180.00999450683594,180.7573633896398
117.87000274658205,133.64034028439474
178.2100067138672,205.0048704549064
242.3699951171875,251.72555593212792
144.19000244140625,146.11284666124772
315.0299987792969,307.50530953846527
178.75999450683594,183.81518244422085
187.91000366210935,205.1074812029383
151.69000244140625,177.6688588379531
182.7400054931641,185.57280411657516
188.5,207.46022970295323
378.7900085449219,345.66306676417673
169.6999969482422,220.648552500458
126.4800033569336,134.65801022086907
