Actual,Predicted
200.9900054931641,201.59008838453695
422.2300109863281,424.689645279779
308.3900146484375,308.81487451418514
268.6199951171875,269.2848853649848
170.42999267578125,171.24772994259374
386.4400024414063,391.9950500268221
116.25,115.14641549080483
165.8800048828125,166.0477351680642
170.75999450683594,170.96014051173486
119.26000213623048,118.98983554668393
307.1400146484375,307.09453117067324
119.2300033569336,119.46784382971055
253.1300048828125,252.64488705562502
121.95999908447266,121.9411643891751
167.97999572753906,167.6349857920369
141.02000427246094,140.33666398729451
121.08999633789062,121.12850831581218
142.3300018310547,142.38396234486112
181.91000366210935,181.28547223612645
183.3300018310547,182.9467393337892
142.6300048828125,142.52760081002884
121.3499984741211,121.11904849891306
177.83999633789062,178.38142825153886
115.79000091552734,115.6683938942173
216.16000366210935,216.6787985887314
318.07000732421875,315.3055705449607
125.5,125.32877816492797
312.0799865722656,311.43156452118944
165.36000061035156,164.76437600790223
176.1999969482422,176.46757344193253
161.8800048828125,161.65174864287357
178.19000244140625,177.7152068039237
115.6500015258789,115.88841984175824
184.5399932861328,184.47624817195077
369.1199951171875,369.92990925017176
119.23999786376952,119.84869767435902
164.38999938964844,165.16497341089172
214.77999877929688,215.7500155973984
146.5399932861328,146.59298774509483
121.3000030517578,121.57522513664105
111.83000183105467,112.55942946683845
244.2899932861328,244.9516136132209
166.85000610351562,167.21825357396696
166.75999450683594,166.61938580185367
325.5899963378906,322.012225819822
164.9199981689453,165.12322084378857
117.51000213623048,117.28116616661578
215.72999572753903,215.60378012719735
205.72000122070312,205.227391305658
222.47999572753903,221.77855009102387
408.760009765625,409.5305986449746
137.0800018310547,137.40945285369554
116.7699966430664,116.81326456976075
443.6000061035156,372.45928507573194
132.6999969482422,132.95252171303187
184.17999267578125,183.67279212483282
316.2900085449219,316.9725868140723
112.95999908447266,113.36465457803155
120.0199966430664,119.96197291034261
177.3000030517578,178.27703198312662
159.25999450683594,159.7523720473281
147.5399932861328,147.61717983902028
115.79000091552734,116.0049976930271
172.61000061035156,172.50977061707258
242.1000061035156,241.78643449109094
122.88999938964844,122.84394406015988
120.54000091552734,120.40354273663095
108.0500030517578,108.43227824988139
122.41000366210938,122.408003280256
143.75,143.7388288499165
175.39999389648438,175.58740169921913
125.54000091552734,125.16574619695186
122.48999786376952,122.19027784240598
125.33000183105467,125.02173729074548
125.8000030517578,125.66557512249551
151.22999572753906,152.16793937488433
165.24000549316406,165.11450172425842
120.37000274658205,120.3348896066139
170.94000244140625,170.5220123926515
119.79000091552734,119.26148117399316
169.41000366210938,169.94909602950847
122.97000122070312,123.1021884465101
176.27999877929688,176.493753774067
166.6199951171875,166.84537637575755
232.9499969482422,233.00389491640487
305.82000732421875,305.5208106874398
119.79000091552734,119.48254861524819
264.92999267578125,265.89700902437016
117.68000030517578,117.71236476610753
120.12000274658205,119.79320498929405
119.51000213623048,119.95745592523133
161.72000122070312,162.04168203565246
306.95001220703125,307.56087098498864
197.19000244140625,197.53740223352128
176.92999267578125,176.3901809948003
